Title,price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,id
Ramada Plaza Chandigarh,"ýýý 4,074","Chandigarh Rd, Zirakpur | 8.5 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 1040 Off,4, (Very Good),1741,15%,"['Free Parking', 'Bar', 'Elevator/Lift']",Chandigarh,09-08-2021,11-08-2021,1684
Hotel Shivalikview,"ýýý 2,667","Sector 17, Chandigarh | 940 m from Zakir Hussain Rose Garden",Exclusive Offer - HDFC Credit Card Users. Get INR 1658 Off,4, (Very Good),836,35%,"['Free Parking', 'Business Centre', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1685
JW Marriott Chandigarh,"ýýý 7,649","Sector 35, Chandigarh",,3.9, (Good),4206,20%,"['Yoga', 'Butler Services', 'Free Parking']",Chandigarh,09-08-2021,11-08-2021,1686
"The Lalit, Chandigarh","ýýý 5,463",Panchkula | 190 m from Rajiv Gandhi Chandigarh Technological Park,Exclusive Offer - HDFC Credit Card Users. Get INR 1380 Off,3.8, (Good),2477,31%,"['Yoga', 'Business Centre', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1687
Hotel Sun Park,"ýýý 4,700","Zirakpur Panchkula Kalka Highway, Zirakpur",Exclusive Offer - HDFC Credit Card Users. Get INR 1199 Off,4.3, (Very Good),1158,8%,"['Lounge', 'Free Parking', 'Business Centre']",Chandigarh,09-08-2021,11-08-2021,1688
Holiday Inn Chandigarh Zirakpur,"ýýý 6,246","Gazipur, Zirakpur | 9.2 km from Chandigarh International Airport",,3.7, (Good),2750,5%,"['Lounge', 'Tours and Treks', 'Free Parking']",Chandigarh,09-08-2021,11-08-2021,1689
Hyatt Regency Chandigarh,"ýýý 8,000","Industrial Area Phase I, Chandigarh | 9.5 km from Chandigarh International Airport",,4.1, (Very Good),1961,6%,"['Lounge', 'Free Parking', 'Business Centre']",Chandigarh,09-08-2021,11-08-2021,1690
OYO 70517 Sabtera Homes,ýýý 984,Kharar,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,4.6, (Excellent),40,14%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Chandigarh,09-08-2021,11-08-2021,1691
Park Plaza Zirakpur,"ýýý 3,600","Gazipur, Zirakpur | 9.5 km from Chandigarh International Airport",,4.2, (Very Good),1457,20%,"['Business Centre', 'Conference Room', 'Childcare Services']",Chandigarh,09-08-2021,11-08-2021,1692
Hometel Chandigarh - A Sarovar Hotel,"ýýý 3,045","Industrial Area Phase I, Chandigarh | 9.4 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 777 Off,4.2, (Very Good),9,51%,"['Business Centre', 'Conference Room', 'Bakery']",Chandigarh,09-08-2021,11-08-2021,1693
The Golden Plaza Hotel & Spa Zirakpur,"ýýý 3,798","Sunny Enclave, Zirakpur | 7.8 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 1845 Off,4, (Very Good),2108,,"['Free Parking', 'Business Centre', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1694
4 By OYO - Chandigarh,"ýýý 2,552","Gazipur, Zirakpur",Exclusive Offer - HDFC Credit Card Users. Get INR 631 Off,3.8, (Good),1300,15%,"['Bar', 'Free Wi-Fi', 'Cafe']",Chandigarh,09-08-2021,11-08-2021,1695
"Welcomhotel by ITC Hotels, Bella Vista, Panchkula - Chandigarh","ýýý 4,559","Sector 5, Panchkula",Get  INR 455 Cashback to Card,2.8,,2405,16%,"['Free Parking', 'Conference Room', 'Bar']",Chandigarh,09-08-2021,11-08-2021,1696
Hotel KLG Starlite,"ýýý 2,659","Industrial Area Phase II, Chandigarh | 7.8 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 1291 Off,3.9, (Good),2590,54%,"['Free Parking', 'Business Centre', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1697
Hotel Coral Star,"ýýý 2,068","Industrial Area Phase II, Chandigarh | 7.9 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 527 Off,4.3, (Very Good),1326,5%,"['Kids Play Area', 'Free Parking', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1698
Hotel Shagun,"ýýý 1,374","Zirakpur Panchkula Kalka Highway, Zirakpur | 2.6 km from city centre9.2 km from Chandigarh International Airport",Exclusive Offer - HDFC Credit Card Users. Get INR 1064 Off,3.8, (Good),1890,24%,"['Lounge', 'Free Parking', 'Business Centre']",Chandigarh,09-08-2021,11-08-2021,1699
Hotel Oyster - City Centre Sector 17,"ýýý 2,659","Sector 17, Chandigarh",Exclusive Offer - HDFC Credit Card Users. Get INR 1291 Off,4.1, (Very Good),1548,6%,"['Butler Services', 'Business Centre', 'Conference Room']",Chandigarh,09-08-2021,11-08-2021,1700
OYO 5956 Hotel Continental Inn 42,"ýýý 1,472","Sector 42, Chandigarh",Exclusive Offer - HDFC Credit Card Users. Get INR 364 Off,4.2, (Very Good),614,49%,"['Tours and Treks', 'ATM', 'Free Wi-Fi']",Chandigarh,09-08-2021,11-08-2021,1701
